id,school,address,district_code,district,khoroo_code,khoroo,lon,lat
5033,53-r surguuli,BZD 16-r khoroo Ulaankhuaran,13,Bayanzurkh,1316,16-r khoroo,106.980553,47.919209
5279,44-r surguuli,"BZD 16-r khoroo, Ulaankhuaran gudamj S44/2",13,Bayanzurkh,1316,16-r khoroo,106.980388,47.920988
5005,84-r surguuli,BZD 18-r khoroo 13-r khoroolold,13,Bayanzurkh,1318,18-r khoroo,106.939381,47.915962
5285,84-r surguuli,"BZD 18-r khoroo, Sangiin khoroony gudamj S84",13,Bayanzurkh,1318,18-r khoroo,106.938888,47.916271
5291,Goethe surguuli,"BZD 18-r khoroo, Namyanjugiin gudamj 40",13,Bayanzurkh,1318,18-r khoroo,106.943471,47.913512
5163,136-r baga surguuli,"BZD 19-r khoroo, Tsaizyn 53-r gudamj",13,Bayanzurkh,1319,19-r khoroo,106.982441,47.943876
5135,85-r surguuli,"BZD 20-r khoroo, Gachuurtyn zam, zamyn urd 84-r bairny urd",13,Bayanzurkh,1320,20-r khoroo,107.156159,47.926745
5227,127-r surguuli,BZD 21-r khoroo,13,Bayanzurkh,1321,21-r khoroo,106.945408,47.952302
5064,87-r surguuli,BZD 23-r khoroo Uliastain shine etsest.,13,Bayanzurkh,1323,23-r khoroo,107.036422,47.918467
5286,87-r surguuli,"BZD 23-r khoroo, Gachuurtyn zam S87",13,Bayanzurkh,1323,23-r khoroo,107.036041,47.918071
5065,111-r surguuli,"BZD 18-r khoroo, Shine mongol surguuliin khajuud",13,Bayanzurkh,1325,25-r khoroo,106.939588,47.910897
5090,Ulaanbaatar surguuli,"BZD 25 khoroo, (Narantuul zakhyn baruun tald)",13,Bayanzurkh,1325,25-r khoroo,106.941924,47.910524
5091,Shine Mongol surguuli,"BZD 25 khoroo, Manlaibaatar damdinsurengiin gudamj-43",13,Bayanzurkh,1325,25-r khoroo,106.93881,47.910989
5155,Ulaanbaatar baga surguuli,"BZD 25-r khoroo, narantuul zakhyn baruun tald",13,Bayanzurkh,1325,25-r khoroo,106.942455,47.910445
5235,Shine Mongol tekhnologiin kollej,"BZD 25-r khoroo, 13-r khoroolol, Shine Mongol tekhnologiin deed surguuli",13,Bayanzurkh,1325,25-r khoroo,106.938607,47.911383
5238,Goethe surguuli,"BZD 25-r khoroo, 16-r bair",13,Bayanzurkh,1325,25-r khoroo,106.942999,47.909409
5228,133-r surguuli,"BZD 26-r khoroo, Dunjingarav khudaldaany tuviin zuun urd",13,Bayanzurkh,1326,26-r khoroo,106.950863,47.904529
5229,Mongol temuulel,"BZD 26-r khoroo, Dunjingarav khudaldaany tuviin zuun urd",13,Bayanzurkh,1326,26-r khoroo,106.950651,47.90439
5236,Global OU surguuli,"BZD 26-r khoroo, Niislel khuree urgun chuluu, 204 bair",13,Bayanzurkh,1326,26-r khoroo,106.944333,47.904157
5292,Singapore School of Mongolia surguuli,"BZD 26-r khoroo, Niislel khuree urgun chuluu",13,Bayanzurkh,1326,26-r khoroo,106.943083,47.903365
5293,Olonlog akademi surguuli,"BZD 26-r khoroo, Niislel khuree urgun chuluu 363",13,Bayanzurkh,1326,26-r khoroo,106.937823,47.902156
5162,132-r baga surguuli,BZD 27-r khoroo,13,Bayanzurkh,1327,27-r khoroo,106.941248,47.94672
5138,120-r surguuli,"BZD 28-r khoroo, Khujirbuland tuv zamyn khoino, tsergiin angiin urd",13,Bayanzurkh,1328,28-r khoroo,107.070489,47.919213
5142,Nan-shen khuvguud dund surguuli,"BZD 28-r khoroo, Khujirbuland 120-r surguuliin khajuud 1 davkhar 14-792/1",13,Bayanzurkh,1328,28-r khoroo,107.077542,47.917555
5140,102-r akhlakh surguuli,"BZD 27-r khoroo, Dari-ekhiin gudamj",13,Bayanzurkh,1329,29-r khoroo,106.930787,47.938439
5141,Ikh zasag dund surguuli,"BZD 4-r khoroo, Ikh zasag ikh surguultin khashaan dotor",13,Bayanzurkh,1330,30-r khoroo,106.952545,47.924613
5164,137-r baga surguuli,BZD 22-r khoroo,13,Bayanzurkh,1332,32-r khoroo,106.969677,47.94217
5290,137-r baga surguuli,"BZD 22-r khoroo, Baruun Altan-Ulgiin gudamj S137",13,Bayanzurkh,1332,32-r khoroo,106.969986,47.942006
5036,79-r surguuli /3-r bair/,BZD 17-r khoroo Sharkhadny etssiin buudal,13,Bayanzurkh,1334,34-r khoroo,107.008328,47.93388
5282,79-r surguuli /2-r bair/,"BZD 9-r khoroo, Sharkhadny gudamj S79",13,Bayanzurkh,1334,34-r khoroo,107.008143,47.934276
5034,Bayanzurkh TS,BZD 8-r khoroo Tsergiin 310 dugaar angiin derged,13,Bayanzurkh,1338,38-r khoroo,106.98606,47.915835
5280,Bayanzurkh TS,"BZD 8-r khoroo, Tsagdaagiin akademiin urgun chuluu S68/2",13,Bayanzurkh,1338,38-r khoroo,106.986449,47.915603
5072,Khishig surguuli,"BZD 8-r khoroo, 22-r baazyn zuun tald, NIK STS-yn chankh khoino",13,Bayanzurkh,1339,39-r khoroo,106.983247,47.913698
5157,Temuujin urlug dund surguuli,"BZD 16-r khoroo, BKDS-iin derged",13,Bayanzurkh,1340,40-r khoroo,106.989272,47.921775
5007,Shavi tsogtsolbor surguuli /30-r surguuli/,"BZD 5-r khoroo, Otgontenger ikh surguuliin khoid tald",13,Bayanzurkh,1341,41-r khoroo,106.956634,47.918759
5156,Tugsdelgerekh surguuli,"BZD 25-r khoroo, 47-r bair",13,Bayanzurkh,1343,43-r khoroo,106.937645,47.911146
4993,1-r surguuli,"SBD 1-r khoroo, Suuliin gudamj",14,Sukhbaatar,1401,1-r khoroo,106.911856,47.915409
5120,Shine ue surguuli,"SBD 1-r khoroo, YNESKO-iin gudamj,",14,Sukhbaatar,1401,1-r khoroo,106.926275,47.912708
5149,Iskra dund surguuli,"SBD 1-r khoroo, 1-r turukhiin urd",14,Sukhbaatar,1401,1-r khoroo,106.928004,47.915996
5150,Bolor dund surguuli,"SBD 1-r khoroo,1-r turukhiin urd",14,Sukhbaatar,1401,1-r khoroo,106.92741,47.916067
5246,ASUUIS khariyaa EBsurguuli,"SBD 1-r khoroo, Elchingiin gudamj",14,Sukhbaatar,1401,1-r khoroo,106.92293,47.915537
5310,1-r surguuli,"SBD 1-r khoroo, Suuliin gudamj S1",14,Sukhbaatar,1401,1-r khoroo,106.911288,47.915243
5048,31-r surguuli,"SBD 2-r khoroo, usny gudamj",14,Sukhbaatar,1402,2-r khoroo,106.908652,47.909853
5075,UB Elit surguuli,"SBD 2-r khoroo, Suuliin gudamj,",14,Sukhbaatar,1402,2-r khoroo,106.910568,47.912741
5123,Sant buren dund surguuli,"SBD 2-r khoroo, Usny gudamj 23, Uuriin bairand",14,Sukhbaatar,1402,2-r khoroo,106.907961,47.909009
5134,Usvuriin zokhion buteegchdiin surguuli,"SBD 2-r khoroo, Youuliin gudamj, 1-r surguuliin zamyn baruun urd",14,Sukhbaatar,1402,2-r khoroo,106.910639,47.91411
5187,Elbeg baga surguuli,"SBD 2-r khoroo, Usny gudamj 12/2",14,Sukhbaatar,1402,2-r khoroo,106.908992,47.910824
5188,Bichil ertunts,"SBD 2-r khoroo, Teeverchdiin gudamj, Urbanek KKK bair 300",14,Sukhbaatar,1402,2-r khoroo,106.907991,47.908671
5257,Usvuriin zokhion buteegchdiin surguuli,"SBD 2-r khoroo, Suuliin gudamj 8",14,Sukhbaatar,1402,2-r khoroo,106.910402,47.913717
5297,Erdmiin uurkhai,"SBD 2-r khoroo, Usny gudamj 29",14,Sukhbaatar,1402,2-r khoroo,106.910283,47.911208
5016,Mongol-Orosyn khamtarsan surguuli /3-r surguuli/,"SBD 3-r khoroo Dalai eej zakhyn urd,",14,Sukhbaatar,1403,3-r khoroo,106.903833,47.911207
5258,Mongol-Orosyn khamtarsan surguuli,"SBD 3-r khoroo, Usny gudamj 38",14,Sukhbaatar,1403,3-r khoroo,106.903235,47.910884
5021,45-r surguuli,SBD 4-r khoroo Namnansurengiin gud,14,Sukhbaatar,1404,4-r khoroo,106.903172,47.913599
5259,45-r surguuli,"SBD 4-r khoroo, Namnansurengiin gudamj S45",14,Sukhbaatar,1404,4-r khoroo,106.902897,47.914059
5029,6-r surguuli,SBD 5-r khoroo undsen khuuliin gudamj,14,Sukhbaatar,1405,5-r khoroo,106.89804,47.910454
5061,11-r surguuli,"SBD 5-r khoroo, Partizany gudamj.",14,Sukhbaatar,1405,5-r khoroo,106.898311,47.915006
5093,Kings kids surguuli,"SBD 6-r khoroo, Ikh toiruu-49, Tulga KKK",14,Sukhbaatar,1406,6-r khoroo,106.919137,47.928723
5127,Es erdem buren dund surguuli,"SBD 6-r khoroo,Khuukhdiin urlan buteekh tuviin zamyn esreg tald ""TUSEE"" deed surguulyn 5 -r davkhart",14,Sukhbaatar,1406,6-r khoroo,106.917123,47.925671
5190,UBTDS-iin khariyaa EBS-iin akhlakh surguuli,SBD 6-r khoroo Ikh toiruu-49,14,Sukhbaatar,1406,6-r khoroo,106.918662,47.928685
5245,Kunz baga surguuli,"SBD 6-r khoroo, Baga toiruu",14,Sukhbaatar,1406,6-r khoroo,106.920936,47.923922
4989,2-r surguuli,SBD 7-r khoroo 11-r khoroolol Khuuchin gemteliin emnelegiin ard,14,Sukhbaatar,1407,7-r khoroo,106.924536,47.926482
5092,Mongol ulsyn konservatori,"SBD 7-r khoroo, Zaluuchuudyn urgun chuluu",14,Sukhbaatar,1407,7-r khoroo,106.926437,47.92364
5094,Erdem tugs dund surguuli,"SBD 8-r khoroo, 11-r khoroolold",14,Sukhbaatar,1407,7-r khoroo,106.92729,47.927226
5097,"MUIS-iin “Baigali-Ekh"" litsei","SBD 7-r khoroo, 11-r khoroolol, Erkhuugiin gudamj, Ardchillyn ordny ar tald.",14,Sukhbaatar,1407,7-r khoroo,106.929002,47.925571
5186,Deutsche Schule surguuli,SBD 7-r khoroo 17/1-r bair,14,Sukhbaatar,1407,7-r khoroo,106.924504,47.9279
5256,2-r surguuli,"SBD 7-r khoroo, J.Batmunkhiin gudamj S2, 11-r khoroolol",14,Sukhbaatar,1407,7-r khoroo,106.924801,47.927053
5063,25-r surguuli,SBD 8-r khoroo,14,Sukhbaatar,1408,8-r khoroo,106.929575,47.92097
5096,Khobbi surguuli,"SBD 8-r khoroo, Zaluuchuudyn gudamj 25",14,Sukhbaatar,1408,8-r khoroo,106.928005,47.920954
5121,Khuleg akhlakh surguuli,"SBD 8-r khoroo, Beejingiin gudamj-29",14,Sukhbaatar,1408,8-r khoroo,106.928786,47.920789
5122,Ui Tsai surguuli,"SBD 8-r khoroo,Enkhtaivany urgun chuluu",14,Sukhbaatar,1408,8-r khoroo,106.928588,47.920046
5125,Logarithm surguuli,"SBD 8-r khoroo,Oyuutny gudamj, Logarifm surguuliin bair",14,Sukhbaatar,1408,8-r khoroo,106.92707,47.922193
5148,Khugjliin guur dund surguuli,"SBD 8-r khoroo, MUIS-yn Sankhuugiin surguuliin khoino",14,Sukhbaatar,1408,8-r khoroo,106.920713,47.925967
5158,"Bieiin tamir, sportyn dund surguuli","SBD 8-r khoroo, Sport ordog dotor",14,Sukhbaatar,1408,8-r khoroo,106.923957,47.920664
5184,MUBIS-iin khariyaa EBSurguuli,"SBD 8-r khoroo, Baga toiruu -14, Ulaanbaatar-48",14,Sukhbaatar,1408,8-r khoroo,106.924525,47.919194
5243,Khaan erdem surguuli,"SBD 8 -r khoroo, J.Batmunkhiin gudamj",14,Sukhbaatar,1408,8-r khoroo,106.922478,47.926676
5244,SUTIS khariyaa SUTASurguuli,"SBD 8-r khoroo, Baga toiruu",14,Sukhbaatar,1408,8-r khoroo,106.922064,47.925119
5002,4-r surguuli,SBD 9-r khoroo Altain gudamj,14,Sukhbaatar,1409,9-r khoroo,106.91321,47.929921
5124,Galaxy surguuli,"SBD 9-r khoroo, Altain-28, 4-r surguuliin khoino.",14,Sukhbaatar,1409,9-r khoroo,106.913307,47.930345
4991,3-r surguuli,"SBD 9-r khoroo,100 ailyn baruun tal Udriin soningiin bairny khoino",14,Sukhbaatar,1410,10-r khoroo,106.919367,47.929756
5062,16-r surguuli,"SBD 10-r khoroo, Tsagdaagiin gudamj",14,Sukhbaatar,1410,10-r khoroo,106.920268,47.93236
5095,Oyuuny tulga surguuli,"SBD 10-r khoroo, 20/2 Oyuuny Tulga surguuli",14,Sukhbaatar,1410,10-r khoroo,106.920164,47.930315
5126,Ertunts surguuli,"SBD 10-r khoroo, 19 bair",14,Sukhbaatar,1410,10-r khoroo,106.921399,47.931496
5189,Putonkhua surguuli,SBD 10-r khoroo Mon-Asia 7a bair,14,Sukhbaatar,1410,10-r khoroo,106.91825,47.930311
5191,Nomyn gyalbaa surguuli,SBD 10 r khoroo  48-2,14,Sukhbaatar,1410,10-r khoroo,106.92385,47.929891
5049,29-r surguuli /Tusgai surguuli/,"SBD 11-r khoroo, EMN-iin khoino",14,Sukhbaatar,1411,11-r khoroo,106.929197,47.932696
5100,Mongol Khyatad nairamdal surguuli,"SBD 11-r khoroo, Tsagdaagiin gudamj 55 toot, 100 ail,SUIS 2-r bairyn khajuud",14,Sukhbaatar,1411,11-r khoroo,106.924211,47.933485
5159,116-r surguuli,"SBD 11-r khoroo, 29-r surguuliin khashaand",14,Sukhbaatar,1411,11-r khoroo,106.929339,47.931991
5160,Shine zuuny udirdagch surguuli,"SBD 11-r khoroo, Global udirdagch ikh surguuliin 5-n davkhar",14,Sukhbaatar,1411,11-r khoroo,106.918583,47.932466
5166,131-r surguuli,"SBD 11 khoroo, Khangai khotkhon",14,Sukhbaatar,1411,11-r khoroo,106.920911,47.934945
5000,35-r surguuli,"SBD 14-r khoroo 6, 7-r buudlyn khoorond",14,Sukhbaatar,1414,14-r khoroo,106.918726,47.965394
5183,Ajilchin zaluuchuudyn eeljiin surguuli,"SBD 14-r khoroo, 35-r surguuliin khashaand",14,Sukhbaatar,1414,14-r khoroo,106.918466,47.965871
5260,35-r surguuli,"SBD 14-r khoroo, Sanzain zam S35/3",14,Sukhbaatar,1414,14-r khoroo,106.918319,47.964934
5050,Erdmiin khutuch TS /58-r surguuli/,SBD 15-r khoroo Dari ekhiin shine etsest.,14,Sukhbaatar,1415,15-r khoroo,106.934325,47.978123
5261,Erdmiin khutuch TS /58-r surguuli/,"SBD 15-r khoroo, Dambadarjaagiin gudamj S58",14,Sukhbaatar,1415,15-r khoroo,106.934449,47.977794
5242,Erdmiin khutuch TS /58 surguuli/,"SBD 17-r khoroo, Dambadarjaagiin gudamj",14,Sukhbaatar,1417,17-r khoroo,106.938692,47.989303
5139,71-r surguuli,"SBD 18-r khoroo, Belkhiin etsest",14,Sukhbaatar,1418,18-r khoroo,106.970584,47.997593
4992,23-r surguuli,"CD 1-r khoroo, Khudaldaachny gudamj 12-2-r bair",15,Chingeltei,1501,1-r khoroo,106.90917,47.919131
5272,23-r surguuli,"CD 1-r khoroo, Noyon Khutagt Danzanravjaagiin gudamj S23",15,Chingeltei,1501,1-r khoroo,106.909176,47.918939
5070,Betub shashny surguuli,"CD 2-r khoroo, Bumbuguriin  khoino",15,Chingeltei,1502,2-r khoroo,106.900539,47.920469
5014,24-r surguuli,CD 3-khoroo Ikh delguuriin baruun khoino,15,Chingeltei,1503,3-r khoroo,106.901793,47.917841
5178,Olonlog surguuli,CD 3-r khoroo juulchny gudamj - 53,15,Chingeltei,1503,3-r khoroo,106.902596,47.917925
4994,5-r surguuli,"CD 4-r khoroo Baga toiruu, Ankaragiin gudamjind",15,Chingeltei,1504,4-r khoroo,106.911163,47.925122
5069,Chinkhur surguuli,"CD 4-r khoroo, J.Sanbuugiin gudamj Shonkhor tuv",15,Chingeltei,1504,4-r khoroo,106.909143,47.921605
5153,Badmaarag akhlakh surguuli,"CD 4-r khoroo, L.Laagany gudamj 18/3",15,Chingeltei,1504,4-r khoroo,106.908421,47.92391
5176,Toolol surguuli,CD 4-r khoroo J.Sambuugiin gudamj Ulaanbaatar erdem surguuliin bair,15,Chingeltei,1504,4-r khoroo,106.907788,47.92414
5170,112-r surguuli,"CD 5 khoroo, Geser sumiin khashaand",15,Chingeltei,1505,5-r khoroo,106.900538,47.922299
5177,Tusgal surguuli,CD 5-r khoroo 6-r khoroolol Ikh toiruu 59,15,Chingeltei,1505,5-r khoroo,106.904732,47.925034
5179,Oyuut surguuli,CD 5-r khoroo 6-r khoroolol KNKDS-iin bair,15,Chingeltei,1505,5-r khoroo,106.903506,47.923744
5180,Olonlog egze surguuli,"CD 5-r khoroo tumurchnii gudamj, 7/1 bair",15,Chingeltei,1505,5-r khoroo,106.903614,47.920761
4995,50-r surguuli,CD 6-r khoroo,15,Chingeltei,1506,6-r khoroo,106.906451,47.926392
5143,Atlanta surguuli,"CD 6-r khoroo,SUIS-iin baruun khoish 50 metrt Moninjbar KK-ny ard tald",15,Chingeltei,1506,6-r khoroo,106.912471,47.926751
5060,39-r surguuli,CD 10-r khoroo Denjiin-1000.,15,Chingeltei,1510,10-r khoroo,106.907052,47.935829
5275,39-r surguuli,"CD 10-r khoroo, E.Galdanboshgotyn gudamj S39",15,Chingeltei,1510,10-r khoroo,106.906838,47.936109
5003,57-r surguuli,CD 11-r khoroo 32-yn toirgoos denjiin 1000-ruu salsan zamyn urd,15,Chingeltei,1511,11-r khoroo,106.910142,47.941458
5175,61-r surguuli,CD 12-r khoroo bulgiin 1,15,Chingeltei,1512,12-r khoroo,106.903933,47.944794
5276,61-r surguuli,"CD 12-r khoroo, Denjiin myanga gudamj S61",15,Chingeltei,1512,12-r khoroo,106.904386,47.94502
5001,49-r surguuli,"CD 13-r khoroo, khailaastyn gudamj",15,Chingeltei,1513,13-r khoroo,106.903399,47.956903
5051,17-r surguuli,CD 13-r khoroo,15,Chingeltei,1513,13-r khoroo,106.912414,47.948133
5273,17-r surguuli,"CD 13-r khoroo, Chingeltei urgun chuluu S17",15,Chingeltei,1513,13-r khoroo,106.911835,47.948582
4999,72-r surguuli,CD 15-r khoroo Khailaastyn khuuchin etses,15,Chingeltei,1515,15-r khoroo,106.898467,47.960567
5274,72-r surguuli,"CD 15-r khoroo, Khailaastyn gudamj S72",15,Chingeltei,1515,15-r khoroo,106.898763,47.960155
5052,37-r surguuli,CD 17-r khoroo,15,Chingeltei,1517,17-r khoroo,106.902905,47.971191
5298,37-r surguuli,"CD 17-r khoroo, Chingeltein gudamj S37/1",15,Chingeltei,1517,17-r khoroo,106.903184,47.970664
5171,138-r baga surguuli,CD 12-r khoroo,15,Chingeltei,1521,21-r khoroo,106.886994,47.951209
5239,139-r baga surguuli,"CD 16-r khoroo, Sogootyn 65-r gudamj",15,Chingeltei,1522,22-r khoroo,106.885132,47.966336
5240,140-r baga surguli,"CD 17-r khoroo, Zurkh uul 4-r gudamj",15,Chingeltei,1523,23-r khoroo,106.879656,47.991043
5077,117-r surguuli,"CD 19-r khoroo, Salkhit",15,Chingeltei,1524,24-r khoroo,106.926641,47.994928
5044,51-r surguuli,"BGD 2-r khoroo, Enkhtaivny urgun chuluu, Tumur zam",16,Bayangol,1602,2-r khoroo,106.878849,47.916237
5212,Erdmiin khishig surguuli,"BGD 2-r khoroo, Undesnii tekhnikiin surguuli, 78/1-r bair, 5 davkhart",16,Bayangol,1602,2-r khoroo,106.879148,47.916888
5217,Erdmiin ach surguuli,"BGD 2-r khoroo, Teevriin deed surguuliin zuun tald Sod onis tuv",16,Bayangol,1602,2-r khoroo,106.885331,47.916299
5015,73-r surguuli,"BGD 3-r khoroo,Rokmon byulding zamyn urd",16,Bayangol,1603,3-r khoroo,106.893628,47.911886
5208,Gegeerel surguuli,"BGD 3-r khoroo, Zamchdyn gudamj, 65 dugaar bairny khoid tald",16,Bayangol,1603,3-r khoroo,106.890876,47.910872
5210,Mongol od surguuli,"BGD 3-r khoroo, Undsen khuuliin gudamj,",16,Bayangol,1603,3-r khoroo,106.893833,47.910352
5012,20-r akhlakh surguuli,BGD 4-r khoroo Tumur zam 12-r bairny khoino,16,Bayangol,1604,4-r khoroo,106.881394,47.913366
5161,Shine erin laboratori surguuli,"BGD 4-r khoroo, Tumur zamyn emnelegiin zuun tald",16,Bayangol,1604,4-r khoroo,106.882219,47.91364
5224,Erkhet erdem surguuli,"BGD 1-r khoroolol, Erkhet erdem surguuliin bair",16,Bayangol,1604,4-r khoroo,106.883057,47.911843
5209,Mongol koosen tekhnologiin akhlakh surguuli,BGD 5-r khoroo,16,Bayangol,1605,5-r khoroo,106.861258,47.914403
