product,date,price
"Ногоон цай, савласан, 90 г",2025-11-03,4038.0
"Ургамлын тос, л",2025-11-03,10850.0
"Элсэн чихэр, кг",2025-11-03,4951.0
"Өндөг, ш",2025-11-03,619.0
"Ногоон цай, савласан, 90 г",2025-10-27,4038.0
"Ургамлын тос, л",2025-10-27,10850.0
"Элсэн чихэр, кг",2025-10-27,4951.0
"Өндөг, ш",2025-10-27,615.0
"Ногоон цай, савласан, 90 г",2025-10-20,4038.0
"Ургамлын тос, л",2025-10-20,10850.0
"Элсэн чихэр, кг",2025-10-20,4951.0
"Өндөг, ш",2025-10-20,615.0
"Ногоон цай, савласан, 90 г",2025-10-13,4038.0
"Ургамлын тос, л",2025-10-13,10850.0
"Элсэн чихэр, кг",2025-10-13,4952.0
"Өндөг, ш",2025-10-13,619.0
"Ногоон цай, савласан, 90 г",2025-10-06,4038.0
"Ургамлын тос, л",2025-10-06,10850.0
"Элсэн чихэр, кг",2025-10-06,4952.0
"Өндөг, ш",2025-10-06,615.0
"Ногоон цай, савласан, 90 г",2025-09-29,4110.0
"Ургамлын тос, л",2025-09-29,10671.0
"Элсэн чихэр, кг",2025-09-29,4952.0
"Өндөг, ш",2025-09-29,615.0
"Ногоон цай, савласан, 90 г",2025-09-22,4110.0
"Ургамлын тос, л",2025-09-22,10728.0
"Элсэн чихэр, кг",2025-09-22,4952.0
"Өндөг, ш",2025-09-22,607.0
"Ногоон цай, савласан, 90 г",2025-09-15,4069.0
"Ургамлын тос, л",2025-09-15,10753.0
"Элсэн чихэр, кг",2025-09-15,4952.0
"Өндөг, ш",2025-09-15,603.0
"Ногоон цай, савласан, 90 г",2025-09-08,4069.0
"Ургамлын тос, л",2025-09-08,10583.0
"Элсэн чихэр, кг",2025-09-08,4952.0
"Өндөг, ш",2025-09-08,603.0
"Ногоон цай, савласан, 90 г",2025-09-01,4069.0
"Ургамлын тос, л",2025-09-01,10031.0
"Элсэн чихэр, кг",2025-09-01,4952.0
"Өндөг, ш",2025-09-01,603.0
"Ногоон цай, савласан, 90 г",2025-08-25,4040.0
"Ургамлын тос, л",2025-08-25,10031.0
"Элсэн чихэр, кг",2025-08-25,4952.0
"Өндөг, ш",2025-08-25,603.0
"Ногоон цай, савласан, 90 г",2025-08-18,4040.0
"Ургамлын тос, л",2025-08-18,7731.0
"Элсэн чихэр, кг",2025-08-18,4952.0
"Өндөг, ш",2025-08-18,603.0
"Ногоон цай, савласан, 90 г",2025-08-11,4040.0
"Ургамлын тос, л",2025-08-11,7548.0
"Элсэн чихэр, кг",2025-08-11,4952.0
"Өндөг, ш",2025-08-11,609.0
"Ногоон цай, савласан, 90 г",2025-08-04,4040.0
"Ургамлын тос, л",2025-08-04,7548.0
"Элсэн чихэр, кг",2025-08-04,4952.0
"Өндөг, ш",2025-08-04,609.0
"Ногоон цай, савласан, 90 г",2025-07-28,4040.0
"Ургамлын тос, л",2025-07-28,7548.0
"Элсэн чихэр, кг",2025-07-28,4952.0
"Өндөг, ш",2025-07-28,609.0
"Ногоон цай, савласан, 90 г",2025-07-21,4040.0
"Ургамлын тос, л",2025-07-21,7548.0
"Элсэн чихэр, кг",2025-07-21,4952.0
"Өндөг, ш",2025-07-21,609.0
"Ногоон цай, савласан, 90 г",2025-07-07,4040.0
"Ургамлын тос, л",2025-07-07,7548.0
"Элсэн чихэр, кг",2025-07-07,4952.0
"Өндөг, ш",2025-07-07,609.0
"Ногоон цай, савласан, 90 г",2025-06-30,4040.0
"Ургамлын тос, л",2025-06-30,7548.0
"Элсэн чихэр, кг",2025-06-30,4952.0
"Өндөг, ш",2025-06-30,609.0
"Ногоон цай, савласан, 90 г",2025-06-23,4040.0
"Ургамлын тос, л",2025-06-23,7501.0
"Элсэн чихэр, кг",2025-06-23,4952.0
"Өндөг, ш",2025-06-23,609.0
"Ногоон цай, савласан, 90 г",2025-06-16,4040.0
"Ургамлын тос, л",2025-06-16,7501.0
"Элсэн чихэр, кг",2025-06-16,4952.0
"Өндөг, ш",2025-06-16,609.0
"Ногоон цай, савласан, 90 г",2025-06-09,4040.0
"Ургамлын тос, л",2025-06-09,7501.0
"Элсэн чихэр, кг",2025-06-09,4952.0
"Өндөг, ш",2025-06-09,609.0
"Ногоон цай, савласан, 90 г",2025-06-02,4040.0
"Ургамлын тос, л",2025-06-02,7198.0
"Элсэн чихэр, кг",2025-06-02,4952.0
"Өндөг, ш",2025-06-02,609.0
"Ногоон цай, савласан, 90 г",2025-05-26,4040.0
"Ургамлын тос, л",2025-05-26,6998.0
"Элсэн чихэр, кг",2025-05-26,4952.0
"Өндөг, ш",2025-05-26,609.0
"Ногоон цай, савласан, 90 г",2025-05-19,4040.0
"Ургамлын тос, л",2025-05-19,6951.0
"Элсэн чихэр, кг",2025-05-19,4986.0
"Өндөг, ш",2025-05-19,606.0
"Ногоон цай, савласан, 90 г",2025-05-12,4040.0
"Ургамлын тос, л",2025-05-12,6951.0
"Элсэн чихэр, кг",2025-05-12,4986.0
"Өндөг, ш",2025-05-12,606.0
"Ногоон цай, савласан, 90 г",2025-05-05,4040.0
"Ургамлын тос, л",2025-05-05,6905.0
"Элсэн чихэр, кг",2025-05-05,4986.0
"Өндөг, ш",2025-05-05,606.0
"Ногоон цай, савласан, 90 г",2025-04-28,4040.0
"Ургамлын тос, л",2025-04-28,6684.0
"Элсэн чихэр, кг",2025-04-28,4986.0
"Өндөг, ш",2025-04-28,606.0
"Ногоон цай, савласан, 90 г",2025-04-21,4040.0
"Ургамлын тос, л",2025-04-21,6684.0
"Элсэн чихэр, кг",2025-04-21,4986.0
"Өндөг, ш",2025-04-21,606.0
"Ногоон цай, савласан, 90 г",2025-04-14,4040.0
"Ургамлын тос, л",2025-04-14,6640.0
"Элсэн чихэр, кг",2025-04-14,4986.0
"Өндөг, ш",2025-04-14,611.0
"Ногоон цай, савласан, 90 г",2025-04-07,4040.0
"Ургамлын тос, л",2025-04-07,6640.0
"Элсэн чихэр, кг",2025-04-07,4986.0
"Өндөг, ш",2025-04-07,616.0
"Ногоон цай, савласан, 90 г",2025-03-31,4040.0
"Ургамлын тос, л",2025-03-31,6640.0
"Элсэн чихэр, кг",2025-03-31,4986.0
"Өндөг, ш",2025-03-31,620.0
"Ногоон цай, савласан, 90 г",2025-03-24,4040.0
"Ургамлын тос, л",2025-03-24,6640.0
"Элсэн чихэр, кг",2025-03-24,4986.0
"Өндөг, ш",2025-03-24,623.0
"Ногоон цай, савласан, 90 г",2025-03-17,4040.0
"Ургамлын тос, л",2025-03-17,6640.0
"Элсэн чихэр, кг",2025-03-17,4986.0
"Өндөг, ш",2025-03-17,623.0
"Ногоон цай, савласан, 90 г",2025-03-10,4040.0
"Ургамлын тос, л",2025-03-10,6592.0
"Элсэн чихэр, кг",2025-03-10,4986.0
"Өндөг, ш",2025-03-10,623.0
"Ногоон цай, савласан, 90 г",2025-02-24,4040.0
"Ургамлын тос, л",2025-02-24,6544.0
"Элсэн чихэр, кг",2025-02-24,4986.0
"Өндөг, ш",2025-02-24,623.0
"Ногоон цай, савласан, 90 г",2025-02-17,4040.0
"Ургамлын тос, л",2025-02-17,6497.0
"Элсэн чихэр, кг",2025-02-17,4986.0
"Өндөг, ш",2025-02-17,623.0
"Ногоон цай, савласан, 90 г",2025-02-10,4040.0
"Ургамлын тос, л",2025-02-10,6497.0
"Элсэн чихэр, кг",2025-02-10,4986.0
"Өндөг, ш",2025-02-10,623.0
"Ногоон цай, савласан, 90 г",2025-02-03,4040.0
"Ургамлын тос, л",2025-02-03,6497.0
"Элсэн чихэр, кг",2025-02-03,4986.0
"Өндөг, ш",2025-02-03,622.0
"Ногоон цай, савласан, 90 г",2025-01-27,4040.0
"Ургамлын тос, л",2025-01-27,6497.0
"Элсэн чихэр, кг",2025-01-27,4986.0
"Өндөг, ш",2025-01-27,622.0
"Ногоон цай, савласан, 90 г",2025-01-20,4040.0
"Ургамлын тос, л",2025-01-20,6497.0
"Элсэн чихэр, кг",2025-01-20,4986.0
"Өндөг, ш",2025-01-20,623.0
"Ногоон цай, савласан, 90 г",2025-01-13,4004.0
"Ургамлын тос, л",2025-01-13,6093.0
"Элсэн чихэр, кг",2025-01-13,5119.0
"Өндөг, ш",2025-01-13,624.0
"Ногоон цай, савласан, 90 г",2025-01-06,4004.0
"Ургамлын тос, л",2025-01-06,6093.0
"Элсэн чихэр, кг",2025-01-06,5119.0
"Өндөг, ш",2025-01-06,620.0
"Ногоон цай, савласан, 90 г",2024-12-30,4004.0
"Ургамлын тос, л",2024-12-30,5981.0
"Элсэн чихэр, кг",2024-12-30,5119.0
"Өндөг, ш",2024-12-30,618.0
"Ногоон цай, савласан, 90 г",2024-12-23,4004.0
"Ургамлын тос, л",2024-12-23,5981.0
"Элсэн чихэр, кг",2024-12-23,5119.0
"Өндөг, ш",2024-12-23,618.0
"Ногоон цай, савласан, 90 г",2024-12-16,4004.0
"Ургамлын тос, л",2024-12-16,6025.0
"Элсэн чихэр, кг",2024-12-16,4986.0
"Өндөг, ш",2024-12-16,618.0
"Ногоон цай, савласан, 90 г",2024-12-09,4004.0
"Ургамлын тос, л",2024-12-09,5960.0
"Элсэн чихэр, кг",2024-12-09,4986.0
"Өндөг, ш",2024-12-09,618.0
"Ногоон цай, савласан, 90 г",2024-12-02,4004.0
"Ургамлын тос, л",2024-12-02,6282.0
"Элсэн чихэр, кг",2024-12-02,4986.0
"Өндөг, ш",2024-12-02,618.0
"Ногоон цай, савласан, 90 г",2024-11-25,3896.0
"Ургамлын тос, л",2024-11-25,6332.0
"Элсэн чихэр, кг",2024-11-25,4986.0
"Өндөг, ш",2024-11-25,621.0
"Ногоон цай, савласан, 90 г",2024-11-18,3896.0
"Ургамлын тос, л",2024-11-18,6215.0
"Элсэн чихэр, кг",2024-11-18,4986.0
"Өндөг, ш",2024-11-18,621.0
"Ногоон цай, савласан, 90 г",2024-11-12,3896.0
"Ургамлын тос, л",2024-11-12,6332.0
"Элсэн чихэр, кг",2024-11-12,4986.0
"Өндөг, ш",2024-11-12,621.0
"Ногоон цай, савласан, 90 г",2024-11-04,3896.0
"Ургамлын тос, л",2024-11-04,6332.0
"Элсэн чихэр, кг",2024-11-04,4986.0
"Өндөг, ш",2024-11-04,621.0
"Ногоон цай, савласан, 90 г",2024-10-28,3896.0
"Ургамлын тос, л",2024-10-28,6145.0
"Элсэн чихэр, кг",2024-10-28,4986.0
"Өндөг, ш",2024-10-28,622.0
"Ногоон цай, савласан, 90 г",2024-10-21,3896.0
"Ургамлын тос, л",2024-10-21,5986.0
"Элсэн чихэр, кг",2024-10-21,4986.0
"Өндөг, ш",2024-10-21,622.0
"Ногоон цай, савласан, 90 г",2024-10-14,3888.0
"Ургамлын тос, л",2024-10-14,6145.0
"Элсэн чихэр, кг",2024-10-14,4986.0
"Өндөг, ш",2024-10-14,626.0
"Ногоон цай, савласан, 90 г",2024-10-07,3888.0
"Ургамлын тос, л",2024-10-07,6601.0
"Элсэн чихэр, кг",2024-10-07,4986.0
"Өндөг, ш",2024-10-07,626.0
"Ногоон цай, савласан, 90 г",2024-09-30,3888.0
"Ургамлын тос, л",2024-09-30,6451.0
"Элсэн чихэр, кг",2024-09-30,4986.0
"Өндөг, ш",2024-09-30,626.0
"Ногоон цай, савласан, 90 г",2024-09-23,3888.0
"Ургамлын тос, л",2024-09-23,6451.0
"Элсэн чихэр, кг",2024-09-23,4986.0
"Өндөг, ш",2024-09-23,626.0
"Ногоон цай, савласан, 90 г",2024-09-16,3903.0
"Ургамлын тос, л",2024-09-16,6451.0
"Элсэн чихэр, кг",2024-09-16,5042.0
"Өндөг, ш",2024-09-16,626.0
"Ногоон цай, савласан, 90 г",2024-09-09,3903.0
"Ургамлын тос, л",2024-09-09,6451.0
"Элсэн чихэр, кг",2024-09-09,5042.0
"Өндөг, ш",2024-09-09,624.0
"Ногоон цай, савласан, 90 г",2024-09-02,3903.0
"Ургамлын тос, л",2024-09-02,6495.0
"Элсэн чихэр, кг",2024-09-02,5042.0
"Өндөг, ш",2024-09-02,624.0
"Ногоон цай, савласан, 90 г",2024-08-26,3903.0
"Ургамлын тос, л",2024-08-26,6495.0
"Элсэн чихэр, кг",2024-08-26,5042.0
"Өндөг, ш",2024-08-26,623.0
"Ногоон цай, савласан, 90 г",2024-08-19,3903.0
"Ургамлын тос, л",2024-08-19,6495.0
"Элсэн чихэр, кг",2024-08-19,5042.0
"Өндөг, ш",2024-08-19,622.0
"Ногоон цай, савласан, 90 г",2024-08-12,3905.0
"Ургамлын тос, л",2024-08-12,6478.0
"Элсэн чихэр, кг",2024-08-12,5042.0
"Өндөг, ш",2024-08-12,622.0
"Ногоон цай, савласан, 90 г",2024-08-05,3905.0
"Ургамлын тос, л",2024-08-05,6478.0
"Элсэн чихэр, кг",2024-08-05,5042.0
"Өндөг, ш",2024-08-05,622.0
"Ногоон цай, савласан, 90 г",2024-07-29,3905.0
"Ургамлын тос, л",2024-07-29,6478.0
"Элсэн чихэр, кг",2024-07-29,5042.0
"Өндөг, ш",2024-07-29,635.0
"Ногоон цай, савласан, 90 г",2024-07-22,3905.0
"Ургамлын тос, л",2024-07-22,6478.0
"Элсэн чихэр, кг",2024-07-22,5042.0
"Өндөг, ш",2024-07-22,638.0
"Ногоон цай, савласан, 90 г",2024-07-08,3905.0
"Ургамлын тос, л",2024-07-08,6526.0
"Элсэн чихэр, кг",2024-07-08,5042.0
"Өндөг, ш",2024-07-08,639.0
"Ногоон цай, савласан, 90 г",2024-07-01,3905.0
"Ургамлын тос, л",2024-07-01,6482.0
"Элсэн чихэр, кг",2024-07-01,5042.0
"Өндөг, ш",2024-07-01,639.0
"Ногоон цай, савласан, 90 г",2024-06-24,3905.0
"Ургамлын тос, л",2024-06-24,6569.0
"Элсэн чихэр, кг",2024-06-24,5042.0
"Өндөг, ш",2024-06-24,649.0
"Ногоон цай, савласан, 90 г",2024-06-17,3905.0
"Ургамлын тос, л",2024-06-17,6569.0
"Элсэн чихэр, кг",2024-06-17,5042.0
"Өндөг, ш",2024-06-17,649.0
"Ногоон цай, савласан, 90 г",2024-06-10,3880.0
"Ургамлын тос, л",2024-06-10,6569.0
"Элсэн чихэр, кг",2024-06-10,5042.0
"Өндөг, ш",2024-06-10,653.0
"Ногоон цай, савласан, 90 г",2024-06-03,3872.0
"Ургамлын тос, л",2024-06-03,6569.0
"Элсэн чихэр, кг",2024-06-03,5042.0
"Өндөг, ш",2024-06-03,645.0
"Ногоон цай, савласан, 90 г",2024-05-27,3872.0
"Ургамлын тос, л",2024-05-27,6658.0
"Элсэн чихэр, кг",2024-05-27,5042.0
"Өндөг, ш",2024-05-27,646.0
"Ногоон цай, савласан, 90 г",2024-05-20,3799.0
"Ургамлын тос, л",2024-05-20,6658.0
"Элсэн чихэр, кг",2024-05-20,5042.0
"Өндөг, ш",2024-05-20,645.0
"Ногоон цай, савласан, 90 г",2024-05-13,3780.0
"Ургамлын тос, л",2024-05-13,6556.0
"Элсэн чихэр, кг",2024-05-13,5042.0
"Өндөг, ш",2024-05-13,650.0
"Ногоон цай, савласан, 90 г",2024-05-06,3764.0
"Ургамлын тос, л",2024-05-06,6564.0
"Элсэн чихэр, кг",2024-05-06,5042.0
"Өндөг, ш",2024-05-06,645.0
"Ногоон цай, савласан, 90 г",2024-04-29,3816.0
"Ургамлын тос, л",2024-04-29,6640.0
"Элсэн чихэр, кг",2024-04-29,5042.0
"Өндөг, ш",2024-04-29,644.0
"Ногоон цай, савласан, 90 г",2024-04-22,3816.0
"Ургамлын тос, л",2024-04-22,6755.0
"Элсэн чихэр, кг",2024-04-22,5042.0
"Өндөг, ш",2024-04-22,650.0
"Ногоон цай, савласан, 90 г",2024-04-15,3806.0
"Ургамлын тос, л",2024-04-15,6712.0
"Элсэн чихэр, кг",2024-04-15,5042.0
"Өндөг, ш",2024-04-15,650.0
"Ногоон цай, савласан, 90 г",2024-04-08,3806.0
"Ургамлын тос, л",2024-04-08,6792.0
"Элсэн чихэр, кг",2024-04-08,5042.0
"Өндөг, ш",2024-04-08,648.0
"Ногоон цай, савласан, 90 г",2024-04-01,3806.0
"Ургамлын тос, л",2024-04-01,6747.0
"Элсэн чихэр, кг",2024-04-01,5042.0
"Өндөг, ш",2024-04-01,643.0
"Ногоон цай, савласан, 90 г",2024-03-25,3806.0
"Ургамлын тос, л",2024-03-25,6821.0
"Элсэн чихэр, кг",2024-03-25,5042.0
"Өндөг, ш",2024-03-25,643.0
"Ногоон цай, савласан, 90 г",2024-03-18,3806.0
"Ургамлын тос, л",2024-03-18,6747.0
"Элсэн чихэр, кг",2024-03-18,5042.0
"Өндөг, ш",2024-03-18,635.0
"Ногоон цай, савласан, 90 г",2024-03-11,3830.0
"Ургамлын тос, л",2024-03-11,6747.0
"Элсэн чихэр, кг",2024-03-11,5042.0
"Өндөг, ш",2024-03-11,605.0
"Ногоон цай, савласан, 90 г",2024-03-04,3830.0
"Ургамлын тос, л",2024-03-04,6747.0
"Элсэн чихэр, кг",2024-03-04,5042.0
"Өндөг, ш",2024-03-04,597.0
"Ногоон цай, савласан, 90 г",2024-02-26,3830.0
"Ургамлын тос, л",2024-02-26,6747.0
"Элсэн чихэр, кг",2024-02-26,5042.0
"Өндөг, ш",2024-02-26,596.0
"Ногоон цай, савласан, 90 г",2024-02-19,3830.0
"Ургамлын тос, л",2024-02-19,6747.0
"Элсэн чихэр, кг",2024-02-19,5042.0
"Өндөг, ш",2024-02-19,599.0
"Ногоон цай, савласан, 90 г",2024-02-05,3830.0
"Ургамлын тос, л",2024-02-05,6747.0
"Элсэн чихэр, кг",2024-02-05,5042.0
"Өндөг, ш",2024-02-05,598.0
"Ногоон цай, савласан, 90 г",2024-01-29,3830.0
"Ургамлын тос, л",2024-01-29,6747.0
"Элсэн чихэр, кг",2024-01-29,5042.0
"Өндөг, ш",2024-01-29,593.0
"Ногоон цай, савласан, 90 г",2024-01-22,3830.0
"Ургамлын тос, л",2024-01-22,6747.0
"Элсэн чихэр, кг",2024-01-22,5042.0
"Өндөг, ш",2024-01-22,600.0
"Ногоон цай, савласан, 90 г",2024-01-15,3830.0
"Ургамлын тос, л",2024-01-15,6747.0
"Элсэн чихэр, кг",2024-01-15,5042.0
"Өндөг, ш",2024-01-15,600.0
"Ногоон цай, савласан, 90 г",2024-01-08,3830.0
"Ургамлын тос, л",2024-01-08,6747.0
"Элсэн чихэр, кг",2024-01-08,5042.0
"Өндөг, ш",2024-01-08,600.0
"Ногоон цай, савласан, 90 г",2024-01-02,3830.0
"Ургамлын тос, л",2024-01-02,6747.0
"Элсэн чихэр, кг",2024-01-02,5042.0
"Өндөг, ш",2024-01-02,602.0
"Ногоон цай, савласан, 90 г",2023-12-25,3830.0
"Ургамлын тос, л",2023-12-25,6747.0
"Элсэн чихэр, кг",2023-12-25,5042.0
"Өндөг, ш",2023-12-25,600.0
"Ногоон цай, савласан, 90 г",2023-12-18,3830.0
"Ургамлын тос, л",2023-12-18,6747.0
"Элсэн чихэр, кг",2023-12-18,5042.0
"Өндөг, ш",2023-12-18,598.0
"Ногоон цай, савласан, 90 г",2023-12-11,3830.0
"Ургамлын тос, л",2023-12-11,6747.0
"Элсэн чихэр, кг",2023-12-11,5042.0
"Өндөг, ш",2023-12-11,604.0
"Ногоон цай, савласан, 90 г",2023-12-04,3830.0
"Ургамлын тос, л",2023-12-04,6747.0
"Элсэн чихэр, кг",2023-12-04,5042.0
"Өндөг, ш",2023-12-04,603.0
"Ногоон цай, савласан, 90 г",2023-11-27,3830.0
