subdivision,date,value
Manufacturing,2025-02,539.5
Manufacturing,2025-01,527.9
Manufacturing,2024-12,627.3
Manufacturing,2024-11,618.6
Manufacturing,2024-10,650.0
Manufacturing,2024-09,664.5
Manufacturing,2024-08,674.0
Manufacturing,2024-07,664.1
Manufacturing,2024-06,741.2
Manufacturing,2024-05,699.8
Manufacturing,2024-04,513.5
Manufacturing,2024-03,477.6
Manufacturing,2024-02,391.3
Manufacturing,2024-01,544.6
Manufacturing,2023-12,712.8
Manufacturing,2023-11,615.6
Manufacturing,2023-10,656.7
Manufacturing,2023-09,628.7
Manufacturing,2023-08,724.0
Manufacturing,2023-07,630.2
Manufacturing,2023-06,697.1
Manufacturing,2023-05,611.1
Manufacturing,2023-04,437.3
Manufacturing,2023-03,457.0
Manufacturing,2023-02,403.6
Manufacturing,2023-01,431.0
Manufacturing,2022-12,516.8
Manufacturing,2022-11,410.5
Manufacturing,2022-10,502.5
Manufacturing,2022-09,453.1
Manufacturing,2022-08,486.4
Manufacturing,2022-07,414.7
Manufacturing,2022-06,566.4
Manufacturing,2022-05,526.4
Manufacturing,2022-04,365.6
Manufacturing,2022-03,296.7
Manufacturing,2022-02,241.7
Manufacturing,2022-01,371.1
Manufacturing,2021-12,464.4
Manufacturing,2021-11,379.7
Manufacturing,2021-10,342.0
Manufacturing,2021-09,320.1
Manufacturing,2021-08,336.1
Manufacturing,2021-07,298.6
Manufacturing,2021-06,444.8
Manufacturing,2021-05,442.3
Manufacturing,2021-04,304.3
Manufacturing,2021-03,315.9
Manufacturing,2021-02,257.6
Manufacturing,2021-01,283.1
Manufacturing,2020-12,268.6
Manufacturing,2020-11,238.8
Manufacturing,2020-10,318.6
Manufacturing,2020-09,299.1
Manufacturing,2020-08,319.0
Manufacturing,2020-07,281.2
Manufacturing,2020-06,284.5
Manufacturing,2020-05,275.5
Manufacturing,2020-04,217.6
Manufacturing,2020-03,206.1
Manufacturing,2020-02,228.0
Manufacturing,2020-01,233.7
Manufacturing,2019-12,281.6
Manufacturing,2019-11,276.3
Manufacturing,2019-10,288.0
Manufacturing,2019-09,281.6
Manufacturing,2019-08,267.1
Manufacturing,2019-07,262.8
Manufacturing,2019-06,318.1
Manufacturing,2019-05,387.3
Manufacturing,2019-04,288.9
Manufacturing,2019-03,223.6
Manufacturing,2019-02,167.1
Manufacturing,2019-01,237.9
Manufacturing,2018-12,280.0
Manufacturing,2018-11,257.7
Manufacturing,2018-10,302.7
Manufacturing,2018-09,251.1
Manufacturing,2018-08,256.0
Manufacturing,2018-07,254.9
Manufacturing,2018-06,304.1
Manufacturing,2018-05,280.4
Manufacturing,2018-04,221.5
Manufacturing,2018-03,175.6
Manufacturing,2018-02,163.6
Manufacturing,2018-01,189.9
Manufacturing,2017-12,231.7
Manufacturing,2017-11,212.4
Manufacturing,2017-10,219.6
Manufacturing,2017-09,208.9
"Electricity, gas, steam and air conditioning supply",2026-03,379.3
"Electricity, gas, steam and air conditioning supply",2026-02,406.2
"Electricity, gas, steam and air conditioning supply",2026-01,373.6
"Electricity, gas, steam and air conditioning supply",2025-12,306.3
"Electricity, gas, steam and air conditioning supply",2025-11,275.0
"Electricity, gas, steam and air conditioning supply",2025-10,240.8
"Electricity, gas, steam and air conditioning supply",2025-09,181.0
"Electricity, gas, steam and air conditioning supply",2025-08,165.5
"Electricity, gas, steam and air conditioning supply",2025-07,158.4
"Electricity, gas, steam and air conditioning supply",2025-06,165.6
"Electricity, gas, steam and air conditioning supply",2025-05,203.4
"Electricity, gas, steam and air conditioning supply",2025-04,226.4
"Electricity, gas, steam and air conditioning supply",2025-03,246.0
"Electricity, gas, steam and air conditioning supply",2025-02,266.3
"Electricity, gas, steam and air conditioning supply",2025-01,278.1
"Electricity, gas, steam and air conditioning supply",2024-12,264.1
"Electricity, gas, steam and air conditioning supply",2024-11,205.8
"Electricity, gas, steam and air conditioning supply",2024-10,178.9
"Electricity, gas, steam and air conditioning supply",2024-09,135.2
"Electricity, gas, steam and air conditioning supply",2024-08,115.3
"Electricity, gas, steam and air conditioning supply",2024-07,112.5
"Electricity, gas, steam and air conditioning supply",2024-06,121.3
"Electricity, gas, steam and air conditioning supply",2024-05,141.1
"Electricity, gas, steam and air conditioning supply",2024-04,169.1
"Electricity, gas, steam and air conditioning supply",2024-03,194.6
"Electricity, gas, steam and air conditioning supply",2024-02,211.0
"Electricity, gas, steam and air conditioning supply",2024-01,217.0
"Electricity, gas, steam and air conditioning supply",2023-12,207.5
"Electricity, gas, steam and air conditioning supply",2023-11,195.5
"Electricity, gas, steam and air conditioning supply",2023-10,155.1
"Electricity, gas, steam and air conditioning supply",2023-09,126.2
"Electricity, gas, steam and air conditioning supply",2023-08,112.3
"Electricity, gas, steam and air conditioning supply",2023-07,108.5
"Electricity, gas, steam and air conditioning supply",2023-06,112.4
"Electricity, gas, steam and air conditioning supply",2023-05,136.9
"Electricity, gas, steam and air conditioning supply",2023-04,180.3
"Electricity, gas, steam and air conditioning supply",2023-03,158.6
"Electricity, gas, steam and air conditioning supply",2023-02,180.5
"Electricity, gas, steam and air conditioning supply",2023-01,201.3
"Electricity, gas, steam and air conditioning supply",2022-12,188.9
"Electricity, gas, steam and air conditioning supply",2022-11,152.5
"Electricity, gas, steam and air conditioning supply",2022-10,130.0
"Electricity, gas, steam and air conditioning supply",2022-09,94.6
"Electricity, gas, steam and air conditioning supply",2022-08,82.7
"Electricity, gas, steam and air conditioning supply",2022-07,78.7
"Electricity, gas, steam and air conditioning supply",2022-06,84.2
"Electricity, gas, steam and air conditioning supply",2022-05,101.7
"Electricity, gas, steam and air conditioning supply",2022-04,125.9
"Electricity, gas, steam and air conditioning supply",2022-03,137.3
"Electricity, gas, steam and air conditioning supply",2022-02,148.3
"Electricity, gas, steam and air conditioning supply",2022-01,151.5
"Electricity, gas, steam and air conditioning supply",2021-12,159.8
"Electricity, gas, steam and air conditioning supply",2021-11,137.4
"Electricity, gas, steam and air conditioning supply",2021-10,119.8
"Electricity, gas, steam and air conditioning supply",2021-09,90.3
"Electricity, gas, steam and air conditioning supply",2021-08,79.1
"Electricity, gas, steam and air conditioning supply",2021-07,73.9
"Electricity, gas, steam and air conditioning supply",2021-06,84.7
"Electricity, gas, steam and air conditioning supply",2021-05,98.5
"Electricity, gas, steam and air conditioning supply",2021-04,117.9
"Electricity, gas, steam and air conditioning supply",2021-03,128.7
"Electricity, gas, steam and air conditioning supply",2021-02,139.0
"Electricity, gas, steam and air conditioning supply",2021-01,140.5
"Electricity, gas, steam and air conditioning supply",2020-12,129.9
"Electricity, gas, steam and air conditioning supply",2020-11,116.6
"Electricity, gas, steam and air conditioning supply",2020-10,102.0
"Electricity, gas, steam and air conditioning supply",2020-09,76.7
"Electricity, gas, steam and air conditioning supply",2020-08,70.2
"Electricity, gas, steam and air conditioning supply",2020-07,68.9
"Electricity, gas, steam and air conditioning supply",2020-06,72.5
"Electricity, gas, steam and air conditioning supply",2020-05,83.7
"Electricity, gas, steam and air conditioning supply",2020-04,106.0
"Electricity, gas, steam and air conditioning supply",2020-03,115.9
"Electricity, gas, steam and air conditioning supply",2020-02,127.2
"Electricity, gas, steam and air conditioning supply",2020-01,131.0
"Electricity, gas, steam and air conditioning supply",2019-12,123.3
"Electricity, gas, steam and air conditioning supply",2019-11,114.7
"Electricity, gas, steam and air conditioning supply",2019-10,96.4
"Electricity, gas, steam and air conditioning supply",2019-09,77.8
"Electricity, gas, steam and air conditioning supply",2019-08,70.6
"Electricity, gas, steam and air conditioning supply",2019-07,70.2
"Electricity, gas, steam and air conditioning supply",2019-06,72.5
"Electricity, gas, steam and air conditioning supply",2019-05,83.1
"Electricity, gas, steam and air conditioning supply",2019-04,96.2
"Electricity, gas, steam and air conditioning supply",2019-03,99.3
"Electricity, gas, steam and air conditioning supply",2019-02,106.5
"Electricity, gas, steam and air conditioning supply",2019-01,109.8
"Electricity, gas, steam and air conditioning supply",2018-12,103.8
"Electricity, gas, steam and air conditioning supply",2018-11,93.3
"Electricity, gas, steam and air conditioning supply",2018-10,81.5
"Electricity, gas, steam and air conditioning supply",2018-09,65.0
"Electricity, gas, steam and air conditioning supply",2018-08,60.2
"Electricity, gas, steam and air conditioning supply",2018-07,58.3
"Electricity, gas, steam and air conditioning supply",2018-06,61.2
"Electricity, gas, steam and air conditioning supply",2018-05,72.2
"Electricity, gas, steam and air conditioning supply",2018-04,86.8
"Electricity, gas, steam and air conditioning supply",2018-03,91.1
"Electricity, gas, steam and air conditioning supply",2018-02,97.6
"Electricity, gas, steam and air conditioning supply",2018-01,100.1
"Electricity, gas, steam and air conditioning supply",2017-12,93.4
"Electricity, gas, steam and air conditioning supply",2017-11,84.1
"Electricity, gas, steam and air conditioning supply",2017-10,74.5
"Electricity, gas, steam and air conditioning supply",2017-09,56.3
"Water supply; sewerage, waste management and remediation activities",2026-03,25.9
"Water supply; sewerage, waste management and remediation activities",2026-02,24.8
"Water supply; sewerage, waste management and remediation activities",2026-01,25.4
"Water supply; sewerage, waste management and remediation activities",2025-12,25.9
"Water supply; sewerage, waste management and remediation activities",2025-11,26.0
"Water supply; sewerage, waste management and remediation activities",2025-10,27.7
"Water supply; sewerage, waste management and remediation activities",2025-09,27.1
"Water supply; sewerage, waste management and remediation activities",2025-08,22.6
"Water supply; sewerage, waste management and remediation activities",2025-07,22.4
"Water supply; sewerage, waste management and remediation activities",2025-06,24.2
"Water supply; sewerage, waste management and remediation activities",2025-05,26.3
"Water supply; sewerage, waste management and remediation activities",2025-04,25.6
"Water supply; sewerage, waste management and remediation activities",2025-03,25.3
"Water supply; sewerage, waste management and remediation activities",2025-02,25.0
"Water supply; sewerage, waste management and remediation activities",2025-01,26.2
"Water supply; sewerage, waste management and remediation activities",2024-12,24.4
"Water supply; sewerage, waste management and remediation activities",2024-11,25.1
"Water supply; sewerage, waste management and remediation activities",2024-10,25.0
"Water supply; sewerage, waste management and remediation activities",2024-09,22.3
"Water supply; sewerage, waste management and remediation activities",2024-08,21.3
"Water supply; sewerage, waste management and remediation activities",2024-07,21.8
"Water supply; sewerage, waste management and remediation activities",2024-06,22.2
"Water supply; sewerage, waste management and remediation activities",2024-05,23.1
"Water supply; sewerage, waste management and remediation activities",2024-04,22.4
"Water supply; sewerage, waste management and remediation activities",2024-03,21.6
"Water supply; sewerage, waste management and remediation activities",2024-02,21.9
"Water supply; sewerage, waste management and remediation activities",2024-01,22.4
"Water supply; sewerage, waste management and remediation activities",2023-12,23.2
"Water supply; sewerage, waste management and remediation activities",2023-11,21.2
"Water supply; sewerage, waste management and remediation activities",2023-10,19.9
"Water supply; sewerage, waste management and remediation activities",2023-09,20.2
"Water supply; sewerage, waste management and remediation activities",2023-08,17.2
"Water supply; sewerage, waste management and remediation activities",2023-07,16.3
"Water supply; sewerage, waste management and remediation activities",2023-06,17.9
"Water supply; sewerage, waste management and remediation activities",2023-05,17.5
"Water supply; sewerage, waste management and remediation activities",2023-04,18.9
"Water supply; sewerage, waste management and remediation activities",2023-03,18.6
"Water supply; sewerage, waste management and remediation activities",2023-02,18.2
"Water supply; sewerage, waste management and remediation activities",2023-01,18.4
"Water supply; sewerage, waste management and remediation activities",2022-12,18.8
"Water supply; sewerage, waste management and remediation activities",2022-11,16.9
"Water supply; sewerage, waste management and remediation activities",2022-10,17.1
"Water supply; sewerage, waste management and remediation activities",2022-09,17.6
"Water supply; sewerage, waste management and remediation activities",2022-08,15.9
"Water supply; sewerage, waste management and remediation activities",2022-07,15.3
"Water supply; sewerage, waste management and remediation activities",2022-06,16.1
"Water supply; sewerage, waste management and remediation activities",2022-05,16.1
"Water supply; sewerage, waste management and remediation activities",2022-04,17.1
"Water supply; sewerage, waste management and remediation activities",2022-03,15.6
"Water supply; sewerage, waste management and remediation activities",2022-02,15.1
"Water supply; sewerage, waste management and remediation activities",2022-01,12.7
"Water supply; sewerage, waste management and remediation activities",2021-12,19.4
"Water supply; sewerage, waste management and remediation activities",2021-11,17.9
"Water supply; sewerage, waste management and remediation activities",2021-10,18.2
"Water supply; sewerage, waste management and remediation activities",2021-09,14.0
"Water supply; sewerage, waste management and remediation activities",2021-08,12.9
"Water supply; sewerage, waste management and remediation activities",2021-07,12.8
"Water supply; sewerage, waste management and remediation activities",2021-06,13.9
"Water supply; sewerage, waste management and remediation activities",2021-05,13.1
"Water supply; sewerage, waste management and remediation activities",2021-04,13.4
"Water supply; sewerage, waste management and remediation activities",2021-03,13.3
"Water supply; sewerage, waste management and remediation activities",2021-02,11.9
"Water supply; sewerage, waste management and remediation activities",2021-01,11.6
"Water supply; sewerage, waste management and remediation activities",2020-12,12.4
"Water supply; sewerage, waste management and remediation activities",2020-11,11.1
"Water supply; sewerage, waste management and remediation activities",2020-10,11.9
"Water supply; sewerage, waste management and remediation activities",2020-09,11.0
"Water supply; sewerage, waste management and remediation activities",2020-08,11.0
"Water supply; sewerage, waste management and remediation activities",2020-07,11.0
"Water supply; sewerage, waste management and remediation activities",2020-06,11.0
"Water supply; sewerage, waste management and remediation activities",2020-05,11.2
"Water supply; sewerage, waste management and remediation activities",2020-04,11.0
"Water supply; sewerage, waste management and remediation activities",2020-03,10.6
"Water supply; sewerage, waste management and remediation activities",2020-02,10.7
"Water supply; sewerage, waste management and remediation activities",2020-01,10.7
"Water supply; sewerage, waste management and remediation activities",2019-12,10.1
"Water supply; sewerage, waste management and remediation activities",2019-11,59.4
"Water supply; sewerage, waste management and remediation activities",2019-10,58.3
"Water supply; sewerage, waste management and remediation activities",2019-09,58.6
"Water supply; sewerage, waste management and remediation activities",2019-08,57.5
"Water supply; sewerage, waste management and remediation activities",2019-07,57.5
"Water supply; sewerage, waste management and remediation activities",2019-06,58.2
"Water supply; sewerage, waste management and remediation activities",2019-05,58.0
"Water supply; sewerage, waste management and remediation activities",2019-04,57.3
"Water supply; sewerage, waste management and remediation activities",2019-03,58.1
"Water supply; sewerage, waste management and remediation activities",2019-02,59.8
"Water supply; sewerage, waste management and remediation activities",2019-01,59.6
"Water supply; sewerage, waste management and remediation activities",2018-12,8.8
"Water supply; sewerage, waste management and remediation activities",2018-11,48.7
"Water supply; sewerage, waste management and remediation activities",2018-10,55.4
"Water supply; sewerage, waste management and remediation activities",2018-09,49.3
"Water supply; sewerage, waste management and remediation activities",2018-08,48.3
"Water supply; sewerage, waste management and remediation activities",2018-07,42.7
"Water supply; sewerage, waste management and remediation activities",2018-06,64.3
"Water supply; sewerage, waste management and remediation activities",2018-05,54.0
"Water supply; sewerage, waste management and remediation activities",2018-04,51.0
"Water supply; sewerage, waste management and remediation activities",2018-03,48.0
"Water supply; sewerage, waste management and remediation activities",2018-02,47.9
"Water supply; sewerage, waste management and remediation activities",2018-01,46.5
"Water supply; sewerage, waste management and remediation activities",2017-12,7.5
"Water supply; sewerage, waste management and remediation activities",2017-11,47.2
"Water supply; sewerage, waste management and remediation activities",2017-10,47.3
"Water supply; sewerage, waste management and remediation activities",2017-09,45.9
